nested class,,嵌套类；巢状类别,
nested query,,嵌套查询,
nested table,ˈnestɪd ˈteɪbl,嵌套表,
network,ˈnetwɜːrk,n. 网络，网状系统；人际关系网，联络网；计算机网络，互联网；广播网，电视网,高中
network card,,网络卡：一种允许计算机连接到网络的卡片。,
Network Flow,,网络流：指在网络中从源节点到目标节点的流动，可以是数据、信息、能量等。,
neutralize,ˈnuːtrəlaɪz,v. 使失效，抵消；中和，使成为中性；使中立；击毁，摧毁（炸弹或军事目标）,CET4
nonsense,ˈnɑːnsens,n. 荒谬的想法（看法），胡说；愚蠢的行为，胡闹；无意义的话（字句）,高中
normative,ˈnɔːrmətɪv,adj. 规范的，标准的,
notation,noʊˈteɪʃn,n. （音乐、数学等的）标记系统，成套符号，标记法；注释，评注,CET4
"notation
",noʊˈteɪʃn,n. （音乐、数学等的）标记系统，成套符号，标记法；注释，评注,CET4
notion,ˈnoʊʃ(ə)n,n. 概念，想法；缝纫用品；一时的念头，突发的奇想,CET4
object,ˈɑːbdʒekt,n. 物体，实物；目的，目标；宾语；（引发某种情感或行为的）对象；客体；（计算机）对象,初中
object based,,基于对象,
object file,,目标文件：一种计算机文件，包含汇编器或编译器的机器代码输出，即目标代码。,
object model,,对象模型：一种对现实世界中的对象及其关系进行抽象表示的方法，通常用于计算机编程和软件设计中。,
object oriented,,面向对象的：指的是基于信息组和它们相互影响的方式，而不是基于一系列指令的方式。,
objective,əbˈdʒektɪv,n. 目的，目标；出击目标（尤指在军事攻击中)；（望远镜或显微镜中的）物镜；出击目标（尤指在军事攻击中）；宾格,高中
obscene,əbˈsiːn,adj. 淫秽的，暴力的；道德败坏的，令人厌恶的；（数量等）大得惊人的，骇人听闻的,CET6
obscure,əbˈskjʊr,adj. 难以说清楚的，模糊的；鲜为人知的，默默无闻的；未被查实的，不确定的；费解的，晦涩的,CET6
obscurity,əbˈskjʊrəti,n. 无名，默默无闻；费解，晦涩；<文>昏暗，黑暗,CET6
occasion,əˈkeɪʒn,n. （某事发生的）时刻，时候；<正式>时机，适当的机会；特殊（或重大）场合，特殊（或重大）事件；<正式>理由，原因,高中
"occasion
",əˈkeɪʒn,n. （某事发生的）时刻，时候；<正式>时机，适当的机会；特殊（或重大）场合，特殊（或重大）事件；<正式>理由，原因,高中
occupancy,ˈɑːkjəpənsi,n. 居住，占用；占用人数，容纳人数；（尤指酒店的）入住率，居住率,CET4
occupy,ˈɑːkjupaɪ,v. 使用（房屋、建筑），居住；占据（空间，时间）；使忙于（做某事）；使一直在想；（军事）占领，占据；（尤指为表示抗议而）非法强占（建筑物）；任职，位居,高中
occurrence,əˈkɜːrəns,n. 发生的事，事件；发生，出现（尤指意外且令人不快的事）,CET4
ODBC driver ODBC,,,
off-the-shelf,ˌɔːf ðə ˈʃelf,adj. 现成的；常备的；成品的,商务英语
omit,əˈmɪt,v. 省去，遗漏；不做，未能做,CET4
online,ˌɑːnˈlaɪn,adj. （产品、服务或信息）在线的，网上的；（计算机）联机的,初中
on-premise,,adj. 预置的,
"on-premise
",,adj. 预置的,
opaque,oʊˈpeɪk,adj. （玻璃、液体等）不透明的，不透光的；难懂的，隐晦的；迟钝的,CET6
operand,ˈɑːpərænd,n. [计] 操作数；[计] 运算对象,
operating system,,操作系统：一种控制计算机操作并指导程序处理的软件，它通过分配内存中的存储空间和控制输入输出功能来实现这一目的。,
operation,ˌɑːpəˈreɪʃ(ə)n,n. 运作，实施；运转，操作；手术；（有组织的）活动，行动；军事行动；企业，公司；业务，经营 ；（数学）运算,初中
operator,ˈɑːpəreɪtər,n. （设备、机器的）操作员；经营者；精明圆滑的人，善于取巧的人；电话员，接线员；运算符号,高中
optimization,ˌɑːptɪməˈzeɪʃn,n. 最佳化，最优化,
"optimization
",ˌɑːptɪməˈzeɪʃn,n. 最佳化，最优化,
optimize,ˈɑːptɪmaɪz,v. 优化，充分利用（形势，机会，资源）；使（数据、软件等）优化；持乐观态度（=optimise）,TOEFL
"optimize
",ˈɑːptɪmaɪz,v. 优化，充分利用（形势，机会，资源）；使（数据、软件等）优化；持乐观态度（=optimise）,TOEFL
option,ˈɑːpʃ(ə)n,n. 可选择的事物；选择，选择权；（将来的）买卖选择权利，期权；（计算机程序中的）选项；<英>选修课；（购买新设备，尤其是汽车时提供的）附件，配件,高中
order,ˈɔːrdər,n. 命令，指示；顺序，次序；井然有序，整齐；正常工作状况，良好使用状况；秩序，治安；（社会的）制度，结构；社会阶级；<正式>种类，类别；点餐，订购；点的餐，订购的货物；（饮食）分量；法院决议，法官指令；汇票，书面指令；（会议、议会、辩论或法院的）程序，规程；（宗教）仪式，祭礼；宗教团体，（尤指）修道会；兄弟会，会社；（尤指主教、牧师、执事的）品级，神品；圣职，牧师职（orders）；（神学）（九级天使的）级；<史>骑士团；勋位，勋爵士团；勋章；（动植物）目；柱型，装饰样式（多利斯、爱奥尼亚、科林斯、托斯卡那和混合型等五种古典建筑风格之一）；建筑类型，样式；（军）专用装备，专用服装；立正持枪姿势（the order）；（数）阶；方程的阶；群阶；矩阵的阶；<美>（计算机的）任务排序，等待队列,初中
ordinary,ˈɔːrd(ə)neri,adj. 普通的，平常的；平淡无奇的，平庸的；（尤指法官、主教）常任的，本身有权的,高中
orthogonal,ɔːrˈθɑːgənəl,adj. [数] 正交的；直角的,
orthonormal,,adj. [数] 标准正交的；正规化的；[数] 规格化正交的,
other than,,除了……之外,
outcome,ˈaʊtkʌm,n. 结果，效果,高中
outer join,,外连接：一种连接操作，返回一个包含来自一组表的每个记录的集合。,
outgoing,ˈaʊtɡoʊɪŋ,adj. 爱交际的，外向的；即将离职的；往外去的，离去的,初中
outlet,ˈaʊtlet,n. （情绪或精力的）发泄方式，发泄途径；排出口；商店，分销点；廉价经销店；从事大众媒体行业的公司；<美>电源插座,CET4
outperform,ˌaʊtpərˈfɔːrm,v. 胜过，做得比……好,
outsource,ˈaʊtsɔːrs,vt. 把……外包,GMAT
oven,ˈʌv(ə)n,n. 烤炉，烤箱；小熔炉，小窑；（纳粹集中营的）火化室,CET4
overall,ˌoʊvərˈɔːl,adj. 总的，全面的；所有的，包括一切的,高中
overflow,ˌoʊvərˈfloʊ,v. 漫出，泛滥 ；充满，挤满；装满，完全盖住；扩展出界，过度延伸；洋溢着（情感）,CET6
overhead,ˌoʊvərˈhed,adv. 在头顶上方，在空中,CET4
"overhead
",ˌoʊvərˈhed,adv. 在头顶上方，在空中,CET4
overhear,ˌoʊvərˈhɪr,v. 无意中听到，偷听到,CET4
overlap,ˌoʊvərˈlæp,v. （与……）互搭，（与……）复叠；（在关注的问题、承担的责任等方面）部分地重叠，部分相同；（与……）同时发生,CET6
overlay,ˌoʊvərˈleɪ,v. 覆在……上面（overlie 的过去式）；覆盖，铺；（尤指以感情或品质）撒满；（声音）盖过,GRE
overload,ˌoʊvərˈloʊd,v. （使）过载，超载；（使）负担过重；（使）电力系统超负荷,TOEFL
overloaded function,,函数重载：某些编程语言具有的一项特性，允许创建多个具有不同实现的同名函数。,
overloaded operator,,重载运算符,
overloaded set,,重载集合,
override,ˌoʊvərˈraɪd,v. （以权力）否决，推翻；凌驾于，比……更重要；对（自动机器）改用手控，超驰控制；（尤指为改变运作方式而）操控，制服；伸展在……上面，重叠；从……上走过，从……上面驶过；（乘公共交通工具）超程乘车（实际距离超出车票允许的距离）,CET6
oversight,ˈoʊvərsaɪt,n. 监督；失察，疏忽,CET4
"oversight
",ˈoʊvərsaɪt,n. 监督；失察，疏忽,CET4
package,ˈpækɪdʒ,n. 包裹；<美>（包装食物等的）盒，包；（建议或提供的想法或服务的）一套，一揽子；包价（旅游）；成套出售的东西，套餐；软件包,初中
packaging,ˈpækɪdʒɪŋ,n. 包装材料，外包装；包装工作；包装，美化,初中
pad,pæd,n. （吸收液体、保洁或保护用的）软垫，垫状物；（动物的）肉掌，（人的）手指肚；便笺本，拍纸簿；发射台，停机坪；（睡莲的）浮叶；低沉的脚步声；（电子）焊接区，焊接点；<非正式，旧>住处，寓所,CET4
padlock,ˈpædlɑːk,n. 挂锁；关闭；禁止进入,
palette,ˈpælət,n. 调色板；（画家或一幅画所用的）一组颜色；（计算机程序中的）选项板；（乐曲的）一组音调，音色,GRE
paradigm,ˈpærədaɪm,n. 典范，范例；样板，范式；词形变化表；纵聚合关系语言项,CET6
paragraph,ˈpærəɡræf,n. （文章的）段，段落；段落符号；短评,高中
parallel,ˈpærəlel,adj. 平行的；相似的，同时发生的；（计算机）并行的；并联的,高中
parameter,pəˈræmɪtər,n. 界限，范围；参数，变量；（统计）人口参数,CET6
parameter list,,参数列表：在计算机编程中，指函数或过程中所需的参数的列表。,
parameterize,pəˈræmɪtəˌraɪz,vt. 用参数表示；确定……的参数,
paramount,ˈpærəmaʊnt,adj. 至为重要的，首要的；至高无上的，权力最大的,IELTS
parent class,,父类：在面向对象编程中，指一个类被其他类继承的类。,
parentheses,pəˈrenθəsiːz,n. 圆括号；插入成分（parenthesis 的复数）,GRE
parenthesis,pəˈrenθəsɪs,n. 圆括号；插入成分，插入语；插曲，间歇,GRE
"parenthesis
",pəˈrenθəsɪs,n. 圆括号；插入成分，插入语；插曲，间歇,GRE
parity,ˈpærəti,n. （尤指薪金或地位）平等，相同；（两个不同国家的货币单位的）平价，等价；（数字）奇偶性；（物理）宇称；（物理）宇称性；（计算机）奇偶校验；（医）经产（状况）；已产子女数,GRE
parse,pɑːrs,v. 对（句子）作语法分析；仔细研究，分析,SAT
parser,ˈpɑːrsər,n. [计] 分析程序；语法剖析程式,
part,pɑːrt,n. 部分；某物的部分（局部）；（书、戏剧、电视剧等的）部，篇，集；（动植物的）器官，部位；部件，零件；成员，参与人员；（世界、国家或城镇等的）区域，地区；（头发的）分缝；（角色的）台词和动作，角色；（在活动或事件中的）作用；（乐器或声音的）声部，音部；（等）份；<古>能力,初中
partial,ˈpɑːrʃ(ə)l,adj. 部分的，不完全的；偏袒的，不公平的；偏爱的,CET4
particular,pərˈtɪkjələr,adj. 特定的，某一的；格外的，特别的；讲究的，挑剔的；特殊的，独特的；详细的，详尽的,初中
party,ˈpɑːrti,n. 聚会，派对；政党，党派；<正式>（契约或争论的）当事人，一方；队，组，群；<正式>参加者；<非正式>人,初中
pass by reference,,按引用传递：一种计算机编程中的参数传递方式，允许函数或方法修改调用者提供的变量的值。,
pass by value,,按值传递：一种编程语言中的参数传递方式，将参数的值复制一份，然后将这份复制的值传递给函数或方法。,
patch,pætʃ,n. 补丁，补片；（保护受伤眼睛的）眼罩；<美>（衣服上的）徽章，标识；药膏，胶布；（与周围部分不同的）斑，小块；小片，碎片；（尤指园艺用的）一小块地；熟悉的地方，家乡；<非正式> 属地，管辖地；一段时间；<史>（尤指17、18世纪妇女装饰用的）饰颜片，美人斑；（软件的）补丁程序；（电气或电话的）临时连接（线）；（电子乐器，尤指合成乐器中的）预设配置（或声音）数据文件，配音,CET4
pattern,ˈpætərn,n. 模式，方式；图案，花样；模范，典范；模型，底样；（布或墙纸的）样品；样式；（声音或词汇有规则排列的）模式,高中
payload,ˈpeɪloʊd,n. （导弹、火箭等的）有效载荷，有效负荷；收费载重，酬载；（工厂、企业等）工资负担,
percent,pərˈsent,n. 百分之……；部分,初中
"percent
",pərˈsent,n. 百分之……；部分,初中
perform,pərˈfɔːrm,v. 演出，表演；执行，履行（尤指复杂的任务或行动）；运行，表现；起…...作用，有…...功能,初中
period,ˈpɪriəd,n. 一段时间，时期；（人生或国家历史的）阶段，时代；（地质年代划分的）纪；课时，节；（练习、训练或学习的）时段；（妇女的）月经，经期；（体育比赛的）局；<美>句号，句点；（物理）（振动或循环的）周期；（天文）自转（或公转）周期；（数学）（周期函数的）周期；（化学）周期元素；（修辞）完整句；（乐）乐段，乐节,初中
"period
",ˈpɪriəd,n. 一段时间，时期；（人生或国家历史的）阶段，时代；（地质年代划分的）纪；课时，节；（练习、训练或学习的）时段；（妇女的）月经，经期；（体育比赛的）局；<美>句号，句点；（物理）（振动或循环的）周期；（天文）自转（或公转）周期；（数学）（周期函数的）周期；（化学）周期元素；（修辞）完整句；（乐）乐段，乐节,初中
periodically,ˌpɪriˈɑːdɪkli,adv. 定期地，周期性地；偶尔，间歇,GRE
"periodically
",ˌpɪriˈɑːdɪkli,adv. 定期地，周期性地；偶尔，间歇,GRE
permanent,ˈpɜːrmənənt,adj. 永久的，永恒的；（尤指问题或困难）不断出现的，一直存在的；（员工）终生的，长期的；（家庭住址）固定的,高中
"permanent
",ˈpɜːrmənənt,adj. 永久的，永恒的；（尤指问题或困难）不断出现的，一直存在的；（员工）终生的，长期的；（家庭住址）固定的,高中
permissible,pərˈmɪsəb(ə)l,adj. 允许的，许可的,CET4
permission,pərˈmɪʃ(ə)n,n. 同意，许可；许可证，书面许可,初中
"permission
",pərˈmɪʃ(ə)n,n. 同意，许可；许可证，书面许可,初中
permissive,pərˈmɪsɪv,adj. 放任的，纵容的；<法律>允许而非强制的，可选择的；（生）允许的，许可的；（道路）公众获准可使用的,CET4
"permissive
",pərˈmɪsɪv,adj. 放任的，纵容的；<法律>允许而非强制的，可选择的；（生）允许的，许可的；（道路）公众获准可使用的,CET4
permutation,ˌpɜːrmjuˈteɪʃ(ə)n,n. [数] 排列；[数] 置换,SAT
"permutation
",ˌpɜːrmjuˈteɪʃ(ə)n,n. [数] 排列；[数] 置换,SAT
permute,pərˈmjʊt,v. 改变……的次序，重新排列,
persist,pərˈsɪst,v. 继续存在，持续；坚持，执意；坚持说，反复说,高中
persistence,pərˈsɪstəns,n. 继续存在，维持；坚持不懈，执意,CET4
persistent,pərˈsɪstənt,adj. 执意的，坚持不懈的；持续的，反复出现的；（化学品，放射性）作用持久的，挥发慢的；（动植物某部位，如角、叶等）宿存的，不落的,CET4
perspective,pərˈspektɪv,n. （观察问题的）视角，观点；透视（画）法；（几何）透视关系，投影比例；洞察力，判断力；景观，远景；角度；（声音）立体效果,高中
pertain,pərˈteɪn,v. 适合，关于，适用；<法律>从属，归属；<正式>（在特定的时间或地点）生效，存在,TOEFL
phase,feɪz,n. （发展或变化的）阶段，时期；做出某种行为的短时期；（动物生活周期或年周期的）阶段，期；（月亮的）位相，盈亏；同步，协调；（化）相；（动）（由遗传或季节引起的）动物颜色变化（期）；（物理）相位，相角；（线圈的）匝，（多相电机或电路的）连接；（语言学）（系统语法用语）相（指链接动词与后续动词的关系）；相结构（含有链接动词和后续动词的结构）,高中
pipeline,ˈpaɪplaɪn,n. （常指地下的）输送管道；（供应货物、信息等的）渠道，途径；研发生产系统（the pipeline）；（计算机）流水线；（冲浪用语）大浪的空心部分,商务英语
pixel,ˈpɪksl,n. 像素,
placeholder,ˈpleɪshoʊldər,n. 占位符,
placement,ˈpleɪsmənt,n. 布置，摆放；（某人的）安置，安顿；实习工作；收容所，安置所；定位球,CET4
plaintext,pleɪnˈtekst,n. 明文；纯文本档案,
platform,ˈplætfɔːrm,n. 平台；讲台，舞台；讲台上的人（the platform）；（火车站的）月台；<英>（公共汽车上供乘客上下车的）踏脚台；发言机会，论坛；契机；（政党的）纲领；厚底鞋；计算机平台；（海上）钻井平台；（供人上下小船的）水上平台；（火箭或导弹的）卫星发射平台,高中
plus,plʌs,prep. 加；外加，而且；（温度）零上,高中
"plus
",plʌs,prep. 加；外加，而且；（温度）零上,高中
Point Location,,点位定位：一种用于确定地理位置的方法，通常通过经纬度坐标来表示。,
pointer,ˈpɔɪntər,n. 指针；指示器；教鞭；暗示,GRE
polyfill,,n. 一种用于衣物、床具等的聚酯填充材料，使这些物品更加温暖舒适,
"polyfill
",,n. 一种用于衣物、床具等的聚酯填充材料，使这些物品更加温暖舒适,
polymorphism,ˌpɑːlɪˈmɔːrˌfɪzəm,n. 多态性；多形性；同质多晶,
polynomial,ˌpɑːliˈnoʊmiəl,adj. 多项的，多词的；多项式的,
pooling,ˈpuːlɪŋ,n. 联营，合并；池化,初中
pop up,,突然出现：指某物在没有预警的情况下突然出现。,
populate,ˈpɑːpjuleɪt,v. （大批人或动物）居住于，生活于；充满，出现于（某地方，领域）；迁移，殖民于；（给文件）增添数据，输入数据,CET4
"populate
",ˈpɑːpjuleɪt,v. （大批人或动物）居住于，生活于；充满，出现于（某地方，领域）；迁移，殖民于；（给文件）增添数据，输入数据,CET4
port,pɔːrt,n. 港口，避风港；口岸，港口城市；（计算机）端口，接口；波尔图葡萄酒（产自葡萄牙）（=port wine）；（船、飞机等的）舷门，舷窗；射击孔，枪眼（=gun port）；通道，排气口；<苏格兰>城门，城门洞；（计算机）移植（软件）；<文>姿势，姿态；（军）斜持枪位置；<澳大利亚，非正式>旅行箱，旅行包,高中
portable,ˈpɔːrtəb(ə)l,adj. 便携式的，轻便的；可移植的，可在不同计算机上使用的；（变更工作或情景时）可转移的，可随带的,高中
portion,ˈpɔːrʃ(ə)n,n. （某物的）一部分；（尤指餐馆中食物的）一份，一客；（责任、过失、职责等的）一份，一部分；<法律>（根据法律赠与或遗留给继承人的）一份财产；<古> 命运，天数,CET4
pose,poʊz,v. 造成，引起（威胁、危险、问题等）；提出（问题）；（为照相、画像等）摆好姿势；假扮，冒充（pose as）；（举止或穿戴）装腔作势，招摇过市；<古>把……难住，使为难,高中
possibility,ˌpɑːsəˈbɪləti,n. 可能，可能性；可能的选项，可能的途径；发展前景，潜能；可能发生的事；机会，契机,高中
postfix,poʊstˈfɪks,n. [语] 后缀；词尾,
post-mortem,ˌpoʊst ˈmɔːrtəm,n. 验尸，尸体解剖；事后反思（或剖析）,IELTS
"post-mortem
",ˌpoʊst ˈmɔːrtəm,n. 验尸，尸体解剖；事后反思（或剖析）,IELTS
practical,ˈpræktɪk(ə)l,adj. 真实的，实际的；（计划、方法等）切实有效的，切实可行的；（人）明智的，务实的；合适的，适用的；心灵手巧的，善于制作（或修补）的；几乎完全的，实际上的,高中
precedence,ˈpresɪdəns,n. （重要性或地位的）领先，优先权；地位先后，级别高低,GRE
precise,prɪˈsaɪs,adj. 精确的，准确的；恰好的，确切的；（人）严格的，一丝不苟的,高中
preclude,prɪˈkluːd,v. <正式>阻止，妨碍（preclude sb. from）,考研
preference,ˈprefrəns,n. 偏爱，偏好；更喜欢的人（或物）；优待，优先（权）；<法律>（尤指债务偿付）优先偿还权,高中
prefix,ˈpriːfɪks,n. 前缀；前置代号（置于前面的单词或字母、数字）； <旧>（人名前的）称谓,
preliminary,prɪˈlɪmɪneri,adj. 初步的，预备的,CET4
premise,ˈpremɪs,n. 前提，假设；（企业或机构使用的）房屋及土地（premises）；上述各项,CET6
preprocessor,,n. 预处理器；[计] 预处理程序,
presence,ˈprez(ə)ns,n. 出席，存在；<正式>（某人的）所在地方；<文>感觉中的存在物（如鬼魂）；驻扎部队，驻扎的警力；风度，气质；（公司在某地的）工人（或产品），势力,高中
present,ˈprez(ə)nt,adj. （人）在场的，出席的；（事物）存在的；现在的，目前的；正在考虑的，正在讨论的；（语法）现在时（态）的；强烈感觉到的， 历历在目的,初中
preserve,prɪˈzɜːrv,v. 保护，维护；保持，维持；腌制，保存（食物）；禁止他人捕猎,高中
prevalence,ˈprevələns,n. 流行，盛行,CET4
previous,ˈpriːviəs,adj. 以前的，先前的；（时间或顺序上）稍前的；<非正式>过早的，过急的,高中
previously,ˈpriːviəsli,adv. 以前地，先前地,高中
primary key,,主键：数据库表设计中的一个概念，是在非空候选键集合中选择的一个键。主键是一个列（或不可约组合的列），能够唯一标识表中的每一行。,
primary table,,原始表,
prime,praɪm,adj. 主要的，首要的；优质的，第一流的；最可能的，最适合的；最理想的，最典型的；最初的，原始的；素（或质）数的（如2，3，5，7，11）；互为素或质数的,高中
primitive,ˈprɪmətɪv,adj. 原始的，远古的；（器物等）粗糙的，简陋的；（人、动物或植物发展）早期的；（行为，思想，情感）本能的，自然的；（艺术风格）朴实无华的；原来的，原有的；（语言学）根词的，非派生的；（数）（代数或几何表达式）本原的；（生）原生的,高中
primitive type,ˈprɪmətɪv taɪp,原始类型：计算机科学中的一个术语，指编程语言提供的基本数据类型，如整数、字符或布尔值等。,
print,prɪnt,v. 打印；印刷，出版；（在报纸或杂志上）刊登，刊载；用印刷体书写；冲印（照片）；印花样于（尤指织物或衣服上）；印上（印痕）；（用模子）印；铭记，铭刻,初中
printer,ˈprɪntər,n. 打印机；印刷商，印刷工人，印刷公司,CET4
priori,priˈɔːri,n. （Priori）（意、巴、美）普廖里（人名）,
priority,praɪˈɔːrəti,n. 优先事项，最重要的事；优先，优先权，重点；<英>优先通行权,高中
"priority
",praɪˈɔːrəti,n. 优先事项，最重要的事；优先，优先权，重点；<英>优先通行权,高中
privilege,ˈprɪvəlɪdʒ,n. 特权，特殊待遇；荣幸，光荣；（富人或上层阶级的）权势；（律师、医生及其他专业人士的）保密权；言行免责权（尤指议员的权利）；<史>（授予个人，公司，某地的）特许经营权；（生活）优越,高中
"privilege
",ˈprɪvəlɪdʒ,n. 特权，特殊待遇；荣幸，光荣；（富人或上层阶级的）权势；（律师、医生及其他专业人士的）保密权；言行免责权（尤指议员的权利）；<史>（授予个人，公司，某地的）特许经营权；（生活）优越,高中
probabilistic,ˌprɑːbəbəˈlɪstɪk,adj. 概率性的；或然说的，盖然论的,
probability,ˌprɑːbəˈbɪləti,n. 可能性，或然性；可能发生的事，可能真实的事；（数）概率，几率,CET4
probable,ˈprɑːbəb(ə)l,adj. 很可能发生（或存在等）的，大概的,CET4
procedure,prəˈsiːdʒər,n. 手续，步骤；（商业、法律或政治上的）程序；外科手术；（电脑的）应用程式,高中
proceed,proʊˈsiːd,v. 开始行动，开展；<正式>继续做（或从事、进行）；（完成其他事后）继续做某事；<正式>行进，前往；起诉某人；来自，出自,高中
process,ˈprɑːses,n. 步骤，程序；（自然或偶然的）变化过程；（为达到某目标的）过程，进程；制作方法，加工方法；<法律>传票；（生，剖）端突，突起,高中
profile,ˈproʊfaɪl,n. （人头部的）侧面（像），侧影；（某物的）外形，轮廓；（人、团体或组织的）简介，概况；（人或组织的）形象，姿态；纵断面，剖面；（地球表面纵断面的）轮廓（如河流走向）；（舞台的）平面布景；（以数量形式记录事物特点的）曲线图，数据图表；（记载个人心理或行为特点、喜好等的）档案,高中
profound,prəˈfaʊnd,adj. （影响）深刻的，极大的；（感情）强烈的，深切的；（思想）深邃的，（见解）深刻的；<文>深的，深处的；完全的；艰深的，玄奥的；（疾病，残疾）严重的,高中
program,ˈproʊɡræm,n. （计算机）程序（=programme）；计划，规划；（音乐会、戏剧等演出的）节目单，（体育运动、比赛等的）项目介绍；（电视或广播）节目；<美>课程，大纲,初中
programmer,ˈproʊɡræmər,n. （计）程序设计员；编程器,GRE
programming,ˈproʊɡræmɪŋ,n. 设计，规划；编制程序，[计] 程序编制,初中
progress bar,,进度条：一种图形用户界面中的元素，通过逐渐填充其空白空间来指示任务的进展。,
progressive,prəˈɡresɪv,adj. 进步的，先进的；逐步发生的，逐步发展的；向前移动的；（音乐）现代的，新潮的；（税制，税种）累进的；（动词）进行式的；（纸牌游戏，舞蹈）搭档轮换的,CET4
prohibitive,prəˈhɪbətɪv,adj. （费用或价格）高得令人望而却步的；限制性的，禁止的；（情况、局势等）阻止某人做某事的，令人望而却步的；<美>几乎可以肯定的,CET4
project,ˈprɑːdʒekt; prəˈdʒekt,n. 项目，计划；（学校的）课题，研究项目；<美>廉租房区，公共房屋区,初中
proliferate,prəˈlɪfəreɪt,v. <正式>（在数或量上）激增，猛增；使（细胞、组织、结构等）增生，速生,TOEFL
promise,ˈprɑːmɪs,v. 承诺，保证；使很可能，预示；指望，期待（promoise oneself）；<古>把（某人，尤指女人）许配给；有指望，有前途,初中
prompt,prɑːmpt,v. 促使，导致；鼓励，提示（说话者）；（计算机上）提示；（给演员）提词，提白,高中
propagate,ˈprɑːpəɡeɪt,v. 散播，宣传（观点、信仰等）；传播（运动、光线、声音等）；（动植物等）繁殖，使繁殖,CET6
property,ˈprɑːpərti,n. 所有物，财产；地产，房地产；房地产股票（或投资）（properties）；<法律> 所有权，处置权；特性，性质,高中
proportional,prəˈpɔːrʃən(ə)l,adj. 成比例的；相称的，协调的；（数）成常比的,CET4
proposal,prəˈpoʊz(ə)l,n. 提议，建议；提案；（计划、建议等的）提出；求婚,高中
propose,prəˈpoʊz,v. 提议，建议；提出（理论或解释）；提名，推荐；计划，打算；求婚；（向立法机构或委员会）提交（动议）；提议祝（酒）,高中
proposed,prəˈpoʊzd,adj. 被提议的，建议的,高中
proprietary,prəˈpraɪəteri,adj. 所有的，所有权的；专卖的，专利的；所有者的；私有的，私密的,GRE
protect,prəˈtekt,v. 保护，防护；（制订法律）保护；投保，为……买保险；对……实行贸易保护；（计算机）保护（数据或储存库）；防守,初中
protocol,ˈproʊtəkɑːl,n. 礼仪，礼节；国际议定书，协议；条约草案，（协议或条约的）附件；（协定，公约）修正案（或增补）；（数据传递的）协议，规约；科学实验计划，医疗方案；（科学实验结果的）官方记录,CET6
"protocol
",ˈproʊtəkɑːl,n. 礼仪，礼节；国际议定书，协议；条约草案，（协议或条约的）附件；（协定，公约）修正案（或增补）；（数据传递的）协议，规约；科学实验计划，医疗方案；（科学实验结果的）官方记录,CET6
prototype,ˈproʊtətaɪp,n. （新型汽车、机器等的）原型，雏形；典型，范例；蓝本，最初形态；（电子）原型滤波网络；（生物、天体等的）原始型；（建筑、汽车等的）全真模型,CET6
prove,pruːv,v. 证实，证明；证明是，结果是；显示（自己的）才干（或勇气）（prove oneself）；<法律> 检验，认证（遗嘱）；（用数学或科学原理）证明，验算；试（枪），查验；（面团）发酵,初中
provenance,ˈprɑːvənəns,n. 出处，起源,IELTS
provide,prəˈvaɪd,v. 提供，供给；配备，准备好；（法律或规章）规定；供养，提供生计；为（可能事件）作充分准备；<史>任命（牧师）担任有俸神职,初中
provision,prəˈvɪʒ(ə)n,n. 提供，供应；准备，预备；（尤指为旅行准备的）食物，必需品（provisions）；条款，规定；赡养，供养；（机构账户上为已知负债，尤指坏账或资产价值缩减，从利润中留出的）准备金；<史>神职委任（尤指教皇对尚未缺额神职的预先委任）,CET4
"provision
",prəˈvɪʒ(ə)n,n. 提供，供应；准备，预备；（尤指为旅行准备的）食物，必需品（provisions）；条款，规定；赡养，供养；（机构账户上为已知负债，尤指坏账或资产价值缩减，从利润中留出的）准备金；<史>神职委任（尤指教皇对尚未缺额神职的预先委任）,CET4
pseudo,ˈsuːdoʊ,adj. 假的，伪装的,
pseudo code,,伪代码：一种类似于编程语言的描述方法，用于描述算法或程序的逻辑结构，而不关注具体的语法细节。,
pseudorandom,ˌsuːdoʊˈrændəm,n. 伪随机；假散乱,
punch,pʌntʃ,"n. 一拳，一击；<非正式>（出拳打击时所需要的）力量；感染力，活力；打孔器，穿孔机；孔洞；压印器，冲压机；潘趣酒（由果汁和酒制成的甜味饮品）；庞奇（奇形怪状、钩鼻、驼背的小丑，木偶戏《庞奇和朱迪》中的男主角）（Punch）；（矮壮的）萨福克驮马（Suffolk punch）
；（矮壮的）萨福克驮马（Suffolk punch）",CET4
purpose,ˈpɜːrpəs,n. 目的，意图；目标，计划；（达到生活中目标的）决心，毅力；（情势等的）需要，用意（purposes）；重要意义，有价值的意义,初中
pursuit,pərˈsuːt,n. 追求，寻找；继续；追逐，追捕；实行，贯彻；消遣，业余爱好；（自行车赛和滑冰竞赛中的）追逐赛；（生理学）追视,高中
qualified,ˈkwɑːlɪfaɪd,adj. 具备……的学历（资历）的；（尤指做某项工作）有资格的，胜任的；（支持、赞同）有限度的，有保留的,高中
qualifier,ˈkwɑːlɪfaɪər,n. [语] 修饰语,
quality,ˈkwɑːləti,n. 质量，品质；优质，上乘；素质，品德；特征，特质；（语音）音质，音色；<英>（供有品位者阅读的）高质量报纸（=quality newspaper）；（占星）黄道宫运动三大特征之一,初中
